BookingReference,CustomerID,BookingDate,Destination,ServiceType,TripType,NumberOfTravelers,Nights,BookingChannel,BookingAmount,Status
BK202301103422,TRVL001506,2023-01-10,"Prague, Czech Republic",Complete Package,Round Trip,4,5,Travel Agent,14031.11,Confirmed
BK202301101963,TRVL000281,2023-01-10,"Barcelona, Spain",Flight + Hotel,Multi-City,2,14,Mobile App,3739.75,Confirmed
BK202301106822,TRVL001283,2023-01-10,"Phuket, Thailand",Hotel Only,One Way,5,4,Travel Agent,1211.95,Confirmed
BK202301103145,TRVL000721,2023-01-10,"Cancun, Mexico",Flight + Hotel,One Way,4,3,Phone,8554.44,Confirmed
BK202301109594,TRVL000394,2023-01-10,"Cancun, Mexico",Complete Package,Multi-City,1,10,Email,3765.38,Cancelled
BK202301103518,TRVL000339,2023-01-10,"London, UK",Hotel Only,Round Trip,2,17,Travel Agent,320.01,Confirmed
BK202301105959,TRVL000020,2023-01-10,"London, UK",Cruise,Multi-City,2,7,Phone,3869.48,Confirmed
BK202301107178,TRVL000052,2023-01-10,"Rome, Italy",Hotel Only,One Way,3,18,Website,1941.88,Confirmed
BK202301104914,TRVL001193,2023-01-10,"Barcelona, Spain",Flight + Hotel,Round Trip,2,11,Mobile App,2378.22,Confirmed
BK202301108444,TRVL001545,2023-01-10,Singapore,Flight Only,Multi-City,2,0,Email,2674.73,Confirmed
BK202301116897,TRVL000018,2023-01-11,"Tokyo, Japan",Flight Only,One Way,2,0,Email,2513.8,Confirmed
BK202301116610,TRVL000606,2023-01-11,"Tokyo, Japan",Flight Only,Round Trip,3,0,Travel Agent,3223.51,Confirmed
BK202301112482,TRVL000345,2023-01-11,"London, UK",Hotel Only,Multi-City,2,15,Email,1680.88,Confirmed
BK202301118968,TRVL001149,2023-01-11,"Sydney, Australia",Complete Package,One Way,2,9,Mobile App,4991.57,Cancelled
BK202301118951,TRVL000055,2023-01-11,"Sydney, Australia",Cruise,Round Trip,1,16,Mobile App,3353.46,Confirmed
BK202301119160,TRVL000962,2023-01-11,"Paris, France",Flight + Hotel,One Way,1,6,Email,2237.25,Confirmed
BK202301119284,TRVL001703,2023-01-11,"Miami, USA",Hotel Only,Multi-City,2,9,Website,1264.26,Confirmed
BK202301113190,TRVL001312,2023-01-11,"Amsterdam, Netherlands",Cruise,Multi-City,3,8,Website,11440.59,Confirmed
BK202301117635,TRVL000108,2023-01-11,"Tokyo, Japan",Flight Only,Round Trip,1,0,Mobile App,487.49,Confirmed
BK202301114777,TRVL000917,2023-01-11,"Bangkok, Thailand",Complete Package,Multi-City,1,9,Travel Agent,2750.47,Confirmed
BK202301111108,TRVL000003,2023-01-11,"Copenhagen, Denmark",Complete Package,Multi-City,2,18,Website,9406.78,Confirmed
BK202301119284,TRVL000828,2023-01-11,"Berlin, Germany",Flight + Hotel,One Way,4,11,Website,5226.62,Confirmed
BK202301119782,TRVL001360,2023-01-11,"Santorini, Greece",Complete Package,One Way,1,14,Email,8183.0,Confirmed
BK202301119259,TRVL001770,2023-01-11,"Paris, France",Flight + Hotel,Multi-City,1,14,Phone,1403.0,Confirmed
BK202301119099,TRVL000216,2023-01-11,"Barcelona, Spain",Complete Package,Multi-City,1,3,Email,6364.97,Confirmed
BK202301118502,TRVL001989,2023-01-11,"Sydney, Australia",Flight + Hotel,Round Trip,4,4,Mobile App,7074.31,Confirmed
BK202301117051,TRVL000325,2023-01-11,"Vienna, Austria",Complete Package,Multi-City,1,12,Website,2871.66,Confirmed
BK202301114886,TRVL001086,2023-01-11,"Amsterdam, Netherlands",Complete Package,One Way,2,6,Travel Agent,9886.07,Confirmed
BK202301111621,TRVL000340,2023-01-11,"Tokyo, Japan",Hotel Only,One Way,3,11,Website,1342.62,Confirmed
BK202301114529,TRVL001859,2023-01-11,Iceland,Complete Package,Multi-City,1,3,Website,2565.52,Confirmed
BK202301118829,TRVL000332,2023-01-11,"Los Angeles, USA",Flight + Hotel,One Way,2,5,Phone,6290.33,Confirmed
BK202301128204,TRVL000017,2023-01-12,"Sydney, Australia",Flight + Hotel,One Way,3,21,Phone,7697.39,Confirmed
BK202301123797,TRVL001012,2023-01-12,"Vienna, Austria",Flight + Hotel,Round Trip,4,21,Phone,2998.41,Confirmed
BK202301127987,TRVL000028,2023-01-12,"Los Angeles, USA",Cruise,Round Trip,1,5,Mobile App,4187.71,Confirmed
BK202301126339,TRVL000265,2023-01-12,"New York, USA",Flight + Hotel,One Way,2,17,Phone,4832.31,Confirmed
BK202301121603,TRVL000040,2023-01-12,"Cancun, Mexico",Cruise,Multi-City,2,16,Travel Agent,12716.58,Confirmed
BK202301127596,TRVL000351,2023-01-12,"Los Angeles, USA",Hotel Only,Round Trip,1,8,Website,246.13,Confirmed
BK202301126796,TRVL001259,2023-01-12,"London, UK",Flight Only,Round Trip,6,0,Travel Agent,1919.99,Cancelled
BK202301123219,TRVL001796,2023-01-12,Switzerland,Flight Only,One Way,3,0,Mobile App,3434.28,Confirmed
BK202301122226,TRVL000202,2023-01-12,"Istanbul, Turkey",Flight Only,Multi-City,1,0,Website,1665.15,Confirmed
BK202301121496,TRVL000053,2023-01-12,Iceland,Cruise,Round Trip,1,15,Phone,10536.9,Confirmed
BK202301123805,TRVL000013,2023-01-12,"Bali, Indonesia",Complete Package,Multi-City,4,15,Mobile App,6726.77,Confirmed
BK202301123693,TRVL000761,2023-01-12,"New York, USA",Complete Package,Round Trip,4,10,Travel Agent,16930.98,Confirmed
BK202301124584,TRVL000943,2023-01-12,"Copenhagen, Denmark",Complete Package,Multi-City,3,9,Mobile App,15632.43,Confirmed
BK202301124881,TRVL000385,2023-01-12,"Bali, Indonesia",Hotel Only,One Way,1,4,Travel Agent,356.82,Confirmed
BK202301121360,TRVL000637,2023-01-12,"Cancun, Mexico",Flight + Hotel,Round Trip,2,19,Phone,2249.17,Confirmed
BK202301133804,TRVL001652,2023-01-13,Maldives,Flight + Hotel,Multi-City,4,19,Mobile App,10792.2,Confirmed
BK202301131428,TRVL000178,2023-01-13,"Bangkok, Thailand",Cruise,Round Trip,4,15,Mobile App,10126.63,Confirmed
BK202301131773,TRVL001090,2023-01-13,Iceland,Flight + Hotel,Round Trip,1,19,Mobile App,939.32,Confirmed
BK202301134378,TRVL000954,2023-01-13,"Sydney, Australia",Flight Only,One Way,1,0,Phone,1000.75,Confirmed
BK202301134789,TRVL000110,2023-01-13,"Vienna, Austria",Flight + Hotel,One Way,1,17,Travel Agent,2150.18,Confirmed
BK202301138544,TRVL000628,2023-01-13,"Bali, Indonesia",Flight Only,One Way,2,0,Phone,2591.2,Confirmed
BK202301131263,TRVL000755,2023-01-13,"Bali, Indonesia",Cruise,Round Trip,4,11,Mobile App,8571.55,Confirmed
BK202301131420,TRVL000599,2023-01-13,Switzerland,Flight Only,Round Trip,2,0,Email,1165.46,Confirmed
BK202301133413,TRVL000103,2023-01-13,"Paris, France",Complete Package,Multi-City,3,10,Phone,21570.51,Confirmed
BK202301136416,TRVL001709,2023-01-13,"Phuket, Thailand",Flight Only,One Way,2,0,Travel Agent,822.9,Confirmed
BK202301139040,TRVL001408,2023-01-13,"Bali, Indonesia",Flight + Hotel,Round Trip,1,15,Email,938.68,Confirmed
BK202301131725,TRVL000295,2023-01-13,"Amsterdam, Netherlands",Flight + Hotel,Multi-City,3,7,Phone,7766.46,Confirmed
BK202301138301,TRVL000067,2023-01-13,"Santorini, Greece",Cruise,One Way,2,20,Phone,20043.93,Confirmed
BK202301138808,TRVL000606,2023-01-13,"Berlin, Germany",Flight + Hotel,Multi-City,1,9,Website,1683.73,Confirmed
BK202301139970,TRVL000450,2023-01-13,"Barcelona, Spain",Flight Only,Multi-City,2,0,Email,2186.37,Confirmed
BK202301132216,TRVL000174,2023-01-13,Maldives,Flight Only,Multi-City,3,0,Website,2777.22,Confirmed
BK202301132167,TRVL000529,2023-01-13,"Sydney, Australia",Flight + Hotel,Multi-City,2,14,Mobile App,5401.94,Confirmed
BK202301137109,TRVL000248,2023-01-13,"Barcelona, Spain",Cruise,Multi-City,1,16,Email,5674.21,Confirmed
BK202301137333,TRVL000166,2023-01-13,"Paris, France",Flight + Hotel,One Way,1,2,Phone,1074.04,Confirmed
BK202301139257,TRVL000597,2023-01-13,Switzerland,Cruise,One Way,2,13,Mobile App,11383.49,Confirmed
BK202301137802,TRVL001892,2023-01-13,"Prague, Czech Republic",Hotel Only,One Way,4,13,Travel Agent,1327.66,Confirmed
BK202301136780,TRVL000070,2023-01-13,"Amsterdam, Netherlands",Complete Package,One Way,1,13,Travel Agent,4750.96,Confirmed
BK202301132435,TRVL000314,2023-01-13,Singapore,Flight + Hotel,Multi-City,2,16,Mobile App,6548.74,Confirmed
BK202301139603,TRVL000610,2023-01-13,"London, UK",Flight Only,Multi-City,3,0,Website,676.49,Confirmed
BK202301131841,TRVL000027,2023-01-13,"Los Angeles, USA",Complete Package,One Way,1,5,Phone,3949.91,Confirmed
BK202301136625,TRVL000002,2023-01-13,"Sydney, Australia",Hotel Only,Round Trip,1,3,Website,358.4,Confirmed
BK202301141543,TRVL000755,2023-01-14,Switzerland,Complete Package,Round Trip,3,4,Website,7482.2,Confirmed
BK202301142295,TRVL001958,2023-01-14,"Phuket, Thailand",Cruise,Round Trip,4,13,Website,40710.67,Confirmed
BK202301146624,TRVL000558,2023-01-14,"Miami, USA",Flight + Hotel,Multi-City,3,4,Mobile App,8814.51,Confirmed
BK202301143128,TRVL000221,2023-01-14,"Bangkok, Thailand",Complete Package,One Way,4,3,Email,21781.84,Confirmed
BK202301149121,TRVL000882,2023-01-14,Iceland,Flight + Hotel,Multi-City,1,5,Travel Agent,573.53,Cancelled
BK202301148974,TRVL000328,2023-01-14,"Barcelona, Spain",Complete Package,Multi-City,2,21,Phone,13320.37,Confirmed
BK202301142082,TRVL000667,2023-01-14,"New York, USA",Flight + Hotel,Multi-City,2,6,Email,3322.82,Confirmed
BK202301149328,TRVL000327,2023-01-14,"Santorini, Greece",Complete Package,Multi-City,3,8,Mobile App,21953.94,Cancelled
BK202301143648,TRVL000186,2023-01-14,"Santorini, Greece",Cruise,Multi-City,2,12,Website,19142.04,Confirmed
BK202301142261,TRVL000049,2023-01-14,Switzerland,Flight + Hotel,Multi-City,2,2,Mobile App,1261.26,Confirmed
BK202301143803,TRVL000966,2023-01-14,"Tokyo, Japan",Flight + Hotel,Round Trip,4,14,Email,3103.1,Confirmed
BK202301149189,TRVL000524,2023-01-14,Maldives,Hotel Only,Round Trip,1,13,Phone,263.44,Confirmed
BK202301142862,TRVL000298,2023-01-14,"Barcelona, Spain",Flight Only,One Way,2,0,Website,816.54,Confirmed
BK202301149132,TRVL000005,2023-01-14,"Rome, Italy",Complete Package,Multi-City,1,16,Website,6258.48,Confirmed
BK202301146152,TRVL000021,2023-01-14,Singapore,Flight Only,One Way,3,0,Travel Agent,2935.47,Confirmed
BK202301141437,TRVL000038,2023-01-14,"Copenhagen, Denmark",Flight Only,Round Trip,1,0,Phone,1345.84,Confirmed
BK202301143526,TRVL000559,2023-01-14,"Vienna, Austria",Flight + Hotel,Round Trip,2,11,Email,4935.07,Confirmed
BK202301142944,TRVL000174,2023-01-14,"Barcelona, Spain",Complete Package,Round Trip,2,4,Website,15697.48,Confirmed
BK202301143781,TRVL000099,2023-01-14,"Cancun, Mexico",Cruise,Multi-City,2,17,Phone,14030.83,Confirmed
BK202301149734,TRVL000810,2023-01-14,"Berlin, Germany",Complete Package,Multi-City,2,4,Website,12446.63,Confirmed
BK202301156155,TRVL001590,2023-01-15,"Paris, France",Complete Package,Round Trip,1,5,Travel Agent,4677.31,Cancelled
BK202301153341,TRVL000050,2023-01-15,"Tokyo, Japan",Cruise,Multi-City,6,12,Phone,53104.53,Confirmed
BK202301159077,TRVL000727,2023-01-15,"Bali, Indonesia",Cruise,Multi-City,3,20,Phone,14962.63,Confirmed
BK202301155786,TRVL000074,2023-01-15,"Vienna, Austria",Flight + Hotel,Multi-City,2,17,Mobile App,1063.52,Confirmed
BK202301157328,TRVL001713,2023-01-15,"Bali, Indonesia",Flight Only,One Way,1,0,Website,848.65,Confirmed
BK202301158976,TRVL000172,2023-01-15,"Rome, Italy",Flight + Hotel,Multi-City,1,7,Mobile App,687.2,Confirmed
BK202301159251,TRVL001910,2023-01-15,"Istanbul, Turkey",Complete Package,Round Trip,1,17,Email,6280.0,Confirmed
BK202301152875,TRVL001301,2023-01-15,"Istanbul, Turkey",Hotel Only,One Way,1,5,Website,370.96,Confirmed
BK202301158358,TRVL000125,2023-01-15,"Prague, Czech Republic",Flight Only,Round Trip,1,0,Email,478.68,Confirmed
BK202301156066,TRVL001522,2023-01-15,Singapore,Hotel Only,Round Trip,2,14,Phone,621.54,Confirmed
BK202301156971,TRVL001278,2023-01-15,"Cancun, Mexico",Flight Only,Round Trip,2,0,Website,2801.02,Confirmed
BK202301156231,TRVL000865,2023-01-15,Switzerland,Complete Package,Round Trip,2,16,Phone,10657.08,Confirmed
BK202301151605,TRVL001590,2023-01-15,"Phuket, Thailand",Hotel Only,One Way,4,15,Website,958.32,Confirmed
BK202301159325,TRVL000004,2023-01-15,"Phuket, Thailand",Complete Package,Multi-City,1,7,Mobile App,6632.47,Confirmed
BK202301151780,TRVL000397,2023-01-15,"Istanbul, Turkey",Hotel Only,Round Trip,2,8,Email,554.7,Cancelled
BK202301152910,TRVL000377,2023-01-15,"Vienna, Austria",Hotel Only,Multi-City,2,9,Travel Agent,458.36,Confirmed
BK202301156283,TRVL001302,2023-01-15,"Tokyo, Japan",Hotel Only,Multi-City,1,6,Mobile App,559.46,Confirmed
BK202301154913,TRVL000503,2023-01-15,"Prague, Czech Republic",Hotel Only,Round Trip,2,11,Mobile App,1521.42,Confirmed
BK202301154353,TRVL000334,2023-01-15,"Bali, Indonesia",Hotel Only,Round Trip,1,8,Mobile App,607.46,Confirmed
BK202301154874,TRVL001035,2023-01-15,"Sydney, Australia",Complete Package,Multi-City,4,20,Website,6245.13,Confirmed
BK202301159737,TRVL000512,2023-01-15,"Los Angeles, USA",Flight Only,Round Trip,2,0,Email,3089.08,Confirmed
BK202301153865,TRVL000604,2023-01-15,"New York, USA",Complete Package,Multi-City,1,16,Travel Agent,5282.56,Confirmed
BK202301151630,TRVL000360,2023-01-15,"Phuket, Thailand",Hotel Only,One Way,2,7,Website,768.82,Confirmed
BK202301157824,TRVL000480,2023-01-15,"Bangkok, Thailand",Complete Package,Multi-City,1,13,Travel Agent,2124.66,Confirmed
BK202301162322,TRVL001569,2023-01-16,Singapore,Hotel Only,Multi-City,1,13,Mobile App,265.02,Confirmed
BK202301165054,TRVL000840,2023-01-16,"Amsterdam, Netherlands",Complete Package,One Way,1,3,Phone,2700.85,Confirmed
BK202301169338,TRVL001613,2023-01-16,"Istanbul, Turkey",Cruise,Round Trip,1,20,Email,8438.79,Confirmed
BK202301165820,TRVL000563,2023-01-16,Maldives,Hotel Only,Round Trip,3,14,Email,1220.19,Confirmed
BK202301163750,TRVL000101,2023-01-16,"Prague, Czech Republic",Flight + Hotel,Multi-City,2,14,Travel Agent,3943.76,Confirmed
BK202301169634,TRVL000175,2023-01-16,Singapore,Flight + Hotel,One Way,1,18,Mobile App,1565.49,Confirmed
BK202301161050,TRVL000637,2023-01-16,"New York, USA",Cruise,Multi-City,2,5,Website,14341.4,Confirmed
BK202301161667,TRVL001810,2023-01-16,"New York, USA",Complete Package,One Way,2,4,Phone,10178.19,Confirmed
BK202301163044,TRVL000521,2023-01-16,"Bali, Indonesia",Cruise,One Way,1,9,Website,5101.89,Confirmed
BK202301161972,TRVL000050,2023-01-16,"Sydney, Australia",Hotel Only,Round Trip,2,15,Phone,620.06,Confirmed
BK202301166478,TRVL001952,2023-01-16,"Barcelona, Spain",Hotel Only,One Way,3,12,Website,812.11,Confirmed
BK202301161146,TRVL000393,2023-01-16,"Barcelona, Spain",Cruise,Multi-City,3,17,Website,10421.31,Confirmed
BK202301164424,TRVL001599,2023-01-16,"Sydney, Australia",Flight Only,Multi-City,2,0,Website,1700.77,Confirmed
BK202301167435,TRVL000378,2023-01-16,"Miami, USA",Flight + Hotel,One Way,2,12,Website,2511.92,Confirmed
BK202301164351,TRVL000005,2023-01-16,"Sydney, Australia",Hotel Only,Round Trip,5,16,Website,3552.1,Confirmed
BK202301168967,TRVL000177,2023-01-16,Singapore,Flight Only,Multi-City,1,0,Email,1594.11,Confirmed
BK202301168982,TRVL000315,2023-01-16,Switzerland,Flight + Hotel,Multi-City,1,13,Travel Agent,2373.24,Confirmed
BK202301167014,TRVL000082,2023-01-16,"Copenhagen, Denmark",Flight + Hotel,One Way,2,4,Website,5102.58,Confirmed
BK202301161637,TRVL001314,2023-01-16,"Bali, Indonesia",Complete Package,One Way,2,19,Travel Agent,7112.83,Confirmed
BK202301169749,TRVL000422,2023-01-16,"Bali, Indonesia",Flight Only,Round Trip,1,0,Mobile App,1412.43,Confirmed
BK202301162428,TRVL000025,2023-01-16,"Dubai, UAE",Flight + Hotel,Round Trip,3,16,Travel Agent,6391.85,Confirmed
BK202301162212,TRVL000030,2023-01-16,"Los Angeles, USA",Hotel Only,Multi-City,2,14,Phone,1175.56,Confirmed
BK202301172772,TRVL000456,2023-01-17,"Rome, Italy",Complete Package,Round Trip,3,17,Website,16616.26,Confirmed
BK202301177457,TRVL000093,2023-01-17,"Phuket, Thailand",Flight Only,Multi-City,1,0,Mobile App,299.76,Cancelled
BK202301172484,TRVL000173,2023-01-17,"London, UK",Hotel Only,Multi-City,2,7,Website,1083.38,Confirmed
BK202301177863,TRVL000088,2023-01-17,"Prague, Czech Republic",Cruise,Multi-City,1,4,Website,6472.58,Confirmed
BK202301176537,TRVL000408,2023-01-17,"Barcelona, Spain",Cruise,Multi-City,1,2,Mobile App,6767.79,Confirmed
BK202301176811,TRVL001790,2023-01-17,"Paris, France",Complete Package,One Way,2,4,Phone,9083.87,Confirmed
BK202301173271,TRVL000123,2023-01-17,"Rome, Italy",Cruise,One Way,1,18,Mobile App,3549.58,Confirmed
BK202301174986,TRVL000077,2023-01-17,"Istanbul, Turkey",Cruise,Round Trip,2,2,Email,13097.68,Confirmed
BK202301177426,TRVL000106,2023-01-17,"Cancun, Mexico",Flight + Hotel,One Way,2,19,Mobile App,2301.06,Confirmed
BK202301177579,TRVL000415,2023-01-17,"Cancun, Mexico",Complete Package,Round Trip,2,4,Mobile App,4234.85,Confirmed
BK202301175757,TRVL000044,2023-01-17,"London, UK",Complete Package,Round Trip,1,16,Phone,8175.33,Confirmed
BK202301171995,TRVL000103,2023-01-17,"Bangkok, Thailand",Hotel Only,Multi-City,2,18,Email,798.48,Confirmed
BK202301172041,TRVL000710,2023-01-17,"Barcelona, Spain",Hotel Only,One Way,1,13,Travel Agent,624.05,Confirmed
BK202301171554,TRVL000714,2023-01-17,"Dubai, UAE",Flight + Hotel,Round Trip,6,13,Website,16204.05,Confirmed
BK202301171615,TRVL000911,2023-01-17,"Cancun, Mexico",Flight Only,Round Trip,2,0,Email,1881.11,Confirmed
BK202301175819,TRVL000006,2023-01-17,Maldives,Complete Package,One Way,2,2,Email,4113.0,Confirmed
BK202301171923,TRVL001191,2023-01-17,"Rome, Italy",Cruise,One Way,2,6,Travel Agent,20271.93,Confirmed
BK202301177425,TRVL001806,2023-01-17,"Santorini, Greece",Hotel Only,Round Trip,3,14,Phone,357.95,Confirmed
BK202301177543,TRVL000171,2023-01-17,"Tokyo, Japan",Flight Only,Round Trip,1,0,Phone,1560.7,Confirmed
BK202301171073,TRVL001889,2023-01-17,"Amsterdam, Netherlands",Complete Package,Round Trip,3,17,Email,4648.74,Confirmed
BK202301172471,TRVL000066,2023-01-17,"Vienna, Austria",Flight Only,Round Trip,1,0,Email,1209.69,Confirmed
BK202301184598,TRVL000770,2023-01-18,Iceland,Flight + Hotel,Round Trip,2,16,Mobile App,5085.03,Confirmed
BK202301181796,TRVL000040,2023-01-18,"Bali, Indonesia",Hotel Only,Round Trip,2,4,Website,1229.16,Confirmed
BK202301188267,TRVL000200,2023-01-18,"Paris, France",Flight Only,Round Trip,4,0,Phone,4548.67,Confirmed
BK202301189632,TRVL000003,2023-01-18,"Prague, Czech Republic",Flight Only,Multi-City,4,0,Travel Agent,4369.74,Confirmed
BK202301181280,TRVL000633,2023-01-18,"Santorini, Greece",Cruise,One Way,2,7,Phone,7189.41,Confirmed
BK202301181362,TRVL000601,2023-01-18,"Santorini, Greece",Flight + Hotel,Multi-City,2,6,Website,1597.93,Confirmed
BK202301183043,TRVL000177,2023-01-18,"Prague, Czech Republic",Flight Only,One Way,6,0,Phone,5691.8,Confirmed
BK202301187541,TRVL000073,2023-01-18,"Vienna, Austria",Hotel Only,One Way,3,7,Email,1707.64,Confirmed
BK202301183285,TRVL001984,2023-01-18,"Paris, France",Hotel Only,Multi-City,1,12,Email,612.7,Confirmed
BK202301186286,TRVL000103,2023-01-18,"Rome, Italy",Flight + Hotel,Multi-City,2,7,Mobile App,5317.57,Confirmed
BK202301183885,TRVL000059,2023-01-18,"Cancun, Mexico",Complete Package,Multi-City,1,16,Website,5423.87,Confirmed
BK202301185550,TRVL000447,2023-01-18,"Tokyo, Japan",Flight + Hotel,Multi-City,2,9,Mobile App,1110.48,Confirmed
BK202301182925,TRVL000422,2023-01-18,"Sydney, Australia",Cruise,Round Trip,1,16,Website,6409.69,Confirmed
BK202301189278,TRVL000047,2023-01-18,Singapore,Cruise,One Way,2,9,Website,10013.76,Confirmed
BK202301181169,TRVL000046,2023-01-18,"New York, USA",Cruise,One Way,2,11,Mobile App,24268.36,Confirmed
BK202301188561,TRVL001173,2023-01-18,"Berlin, Germany",Cruise,Round Trip,4,14,Website,18100.77,Confirmed
BK202301186397,TRVL001722,2023-01-18,"New York, USA",Flight + Hotel,One Way,1,4,Mobile App,707.68,Confirmed
BK202301184452,TRVL000142,2023-01-18,"Tokyo, Japan",Hotel Only,Multi-City,2,13,Website,1381.11,Confirmed
BK202301196346,TRVL000626,2023-01-19,"Sydney, Australia",Hotel Only,One Way,6,3,Email,1920.36,Confirmed
BK202301198757,TRVL001761,2023-01-19,"Santorini, Greece",Complete Package,Multi-City,4,17,Mobile App,12950.05,Confirmed
BK202301191610,TRVL000004,2023-01-19,"Dubai, UAE",Hotel Only,One Way,1,16,Website,813.78,Confirmed
BK202301199900,TRVL000286,2023-01-19,"Cancun, Mexico",Cruise,Multi-City,2,4,Email,13285.06,Confirmed
BK202301198702,TRVL000012,2023-01-19,"Sydney, Australia",Cruise,Multi-City,2,4,Mobile App,6035.66,Confirmed
BK202301194094,TRVL000260,2023-01-19,"Berlin, Germany",Flight Only,Round Trip,1,0,Website,458.34,Confirmed
BK202301192115,TRVL000411,2023-01-19,"Amsterdam, Netherlands",Flight + Hotel,Round Trip,1,19,Email,1498.46,Confirmed
BK202301197999,TRVL001210,2023-01-19,"Istanbul, Turkey",Flight + Hotel,Round Trip,2,11,Email,5482.39,Confirmed
BK202301197109,TRVL000266,2023-01-19,"Phuket, Thailand",Hotel Only,One Way,2,19,Website,536.47,Confirmed
BK202301198989,TRVL000147,2023-01-19,"Vienna, Austria",Hotel Only,Multi-City,1,7,Mobile App,805.47,Confirmed
BK202301194461,TRVL000121,2023-01-19,Switzerland,Flight + Hotel,Round Trip,1,18,Email,1584.0,Confirmed
BK202301195536,TRVL001422,2023-01-19,Switzerland,Flight + Hotel,Multi-City,2,12,Mobile App,2882.58,Confirmed
BK202301197810,TRVL000217,2023-01-19,Iceland,Complete Package,Multi-City,2,8,Website,12576.5,Cancelled
BK202301192675,TRVL000009,2023-01-19,Singapore,Flight Only,Round Trip,1,0,Email,950.98,Confirmed
BK202301198040,TRVL000945,2023-01-19,"Phuket, Thailand",Complete Package,Multi-City,2,6,Travel Agent,13713.37,Confirmed
BK202301196164,TRVL000225,2023-01-19,"Vienna, Austria",Flight Only,Round Trip,1,0,Travel Agent,680.08,Confirmed
